#,Pokémon,Pokémon (dt.),,,Type 1,Type 2,HP,Atk,Def,SpA,SpD,Spe,Total,Average,Ability 1,Ability 2,Ability 3,TIER,POINTS,,,,Momentum,Voltwechsel,Kehrtwende,Rollwende,Teleport,Abgangstirade,Stafette,Trick Room,Tail Wind,Hazards,Tarnsteine,Stachler,Giftspitzen,Klebenetz,Removal,Auflockern,Turbodreher,Seitenwechsel,Recovery,Wunschtraum,Genesung,Ruheort,Synthese,Tagedieb,Mondschein,Morgengrauen,Dschungelheilung,Heilbefehl,Milchgetränk,Sandsammler,Weichei,Prios,Turbotempo,Überrumpler,Tiefschlag,Mogelhieb,Turbofelsen,Tempohieb,Patronenhieb,Wasserdüse,Eissplitter,Schattenstoß,Ruckzuckhieb,Grasrutsche*,Wasser-Shuriken,Vakuumwelle,Gigasauger/Diebeskuss*,Screens,Auroraschleier,Reflektor,Lichtschild,Min Speed Lv 50,Max Speed Lv 50,Min Speed Lv 100,Max Speed Lv 100,Pokemon zusammen,Pokemon klein for Tampermonkey,"""",Schreibweise für Tampermonkey,Nightbot
212,Scizor,Scherox,,,BUG,STEEL,70,130,100,55,80,65,500,"83,33",Swarm,Technician,Light Metal,120,13,,,,2,,ja,,,,ja,,ja,0,,,,,1,ja,,,2,,,ja,,,,ja,,,,,,3,,,,,,,ja,,,,ja,,,ja,,,,,,63,128,121,251,Scizor,scizor,"""","[""pokemon"",""scizor""],",Scherox # 
7,Squirtle,Schiggy,,,WATER,- -,44,48,65,50,64,43,314,"52,33",Torrent,,Rain Dish,40,1,,,,1,,,ja,,,,,,0,,,,,1,,ja,,0,,,,,,,,,,,,,2,,,,ja,,,,ja,,,,,,,,,,,,43,104,81,203,Squirtle,squirtle,"""","[""pokemon"",""squirtle""],",Schiggy # 
8,Wartortle,Schillok,,,WATER,- -,59,63,80,65,80,58,405,"67,5",Torrent,,Rain Dish,40,1,,,,1,,,ja,,,,,,0,,,,,1,,ja,,0,,,,,,,,,,,,,2,,,,ja,,,,ja,,,,,,,,,,,,56,121,108,236,Wartortle,wartortle,"""","[""pokemon"",""wartortle""],",Schillok # 
410,Shieldon,Schilterus,,,ROCK,STEEL,30,42,118,42,88,30,350,"58,33",Sturdy,,Soundproof,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,Shieldon,shieldon,"""","[""pokemon"",""shieldon""],",Schilterus # 
842,Appletun,Schlapfel,,,GRASS,DRAGON,110,85,80,100,80,30,485,"80,83",Ripen,Gluttony,Thick Fat,,,,,,0,,,,,,,,,0,,,,,0,,,,1,,ja,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,31,90,58,174,Appletun,appletun,"""","[""pokemon"",""appletun""],",Schlapfel # 
428,Lopunny,Schlapor,,,NORMAL,- -,65,76,84,54,96,105,480,80,Cute Charm,Klutz,Limber,40,1,,,,2,,ja,,,,ja,,,0,,,,,0,,,,0,,,,,,,,,,,,,2,,,,ja,,,,,,,ja,,,,,,,,,99,172,193,339,Lopunny,lopunny,"""","[""pokemon"",""lopunny""],",Schlapor # 
820,Greedent,Schlaraffel,,,NORMAL,- -,120,95,95,55,75,20,460,"76,67",Cheek Pouch,,Gluttony,,,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,22,79,40,152,Greedent,greedent,"""","[""pokemon"",""greedent""],",Schlaraffel # 
799,Guzzlord,Schlingking,,,DARK,DRAGON,223,101,53,97,53,43,570,95,Beast Boost,,,40,5,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,43,104,81,203,Guzzlord,guzzlord,"""","[""pokemon"",""guzzlord""],",Schlingking # 
317,Swalot,Schlukwech,,,POISON,- -,100,73,83,73,83,55,467,"77,83",Liquid Ooze,Sticky Hold,Gluttony,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,54,117,103,229,Swalot,swalot,"""","[""pokemon"",""swalot""],",Schlukwech # 
316,Gulpin,Schluppuck,,,POISON,- -,70,43,53,43,53,40,302,"50,33",Liquid Ooze,Sticky Hold,Gluttony,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,40,101,76,196,Gulpin,gulpin,"""","[""pokemon"",""gulpin""],",Schluppuck # 
108,Lickitung,Schlurp,,,NORMAL,- -,90,55,75,60,75,30,385,"64,17",Own Tempo,Oblivious,Cloud Nine,40,1,,,,1,,,,,,ja,,,0,,,,,0,,,,1,ja,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,Lickitung,lickitung,"""","[""pokemon"",""lickitung""],",Schlurp # 
463,Lickilicky,Schlurplek,,,NORMAL,- -,110,85,95,80,95,50,515,"85,83",Own Tempo,Oblivious,Cloud Nine,40,7,,,,0,,,,,,,,,0,,,,,0,,,,1,ja,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,49,112,94,218,Lickilicky,lickilicky,"""","[""pokemon"",""lickilicky""],",Schlurplek # 
339,Barboach,Schmerbe,,,WATER,GROUND,50,48,43,46,41,60,288,48,Oblivious,Anticipation,Hydration,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,58,123,112,240,Barboach,barboach,"""","[""pokemon"",""barboach""],",Schmerbe # 
218,Slugma,Schneckmag,,,FIRE,- -,40,40,40,70,40,20,250,"41,67",Magma Armor,Flame Body,Weak Armor,40,1,,,,0,,,,,,,,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,22,79,40,152,Slugma,slugma,"""","[""pokemon"",""slugma""],",Schneckmag # 
361,Snorunt,Schneppke,,,ICE,- -,50,50,50,50,50,50,300,50,Inner Focus,Ice Body,Moody,40,1,,,,0,,,,,,,,,1,,ja,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,ja,,,,,,,,,,,49,112,94,218,Snorunt,snorunt,"""","[""pokemon"",""snorunt""],",Schneppke # 
616,Shelmet,Schnuthelm,,,BUG,- -,50,40,85,40,65,25,305,"50,83",Hydration,Shell Armor,Overcoat,40,2,,,,1,,,,,,ja,,,2,,ja,ja,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,27,84,49,163,Shelmet,shelmet,"""","[""pokemon"",""shelmet""],",Schnuthelm # 
276,Taillow,Schwalbini,,,NORMAL,FLYING,40,55,30,30,30,85,270,45,Guts,,Scrappy,40,1,,,,1,,ja,,,,,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,81,150,157,295,Taillow,taillow,"""","[""pokemon"",""taillow""],",Schwalbini # 
277,Swellow,Schwalboss,,,NORMAL,FLYING,60,85,60,75,50,125,455,"75,83",Guts,,Scrappy,100,11,,,,2,,ja,,,,ja,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,117,194,229,383,Swellow,swellow,"""","[""pokemon"",""swellow""],",Schwalboss # 
659,Bunnelby,Scoppel,,,NORMAL,- -,38,36,38,32,36,57,237,"39,5",Pickup,Cheek Pouch,Huge Power,40,1,,,,1,,ja,,,,,,,1,,ja,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,55,119,107,234,Bunnelby,bunnelby,"""","[""pokemon"",""bunnelby""],",Scoppel # 
525,Boldore,Sedimantur,,,ROCK,- -,70,105,105,50,40,20,390,65,Sturdy,Weak Armor,Sand Force,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,22,79,40,152,Boldore,boldore,"""","[""pokemon"",""boldore""],",Sedimantur # 
230,Kingdra,Seedraking,,,WATER,DRAGON,75,95,95,95,95,85,540,90,Swift Swim,Sniper,Damp,100,11,,,,1,,,ja,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,81,150,157,295,Kingdra,kingdra,"""","[""pokemon"",""kingdra""],",Seedraking # 
364,Sealeo,Seejong,,,ICE,WATER,90,60,70,75,70,45,410,"68,33",Thick Fat,Ice Body,Oblivious,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,45,106,85,207,Sealeo,sealeo,"""","[""pokemon"",""sealeo""],",Seejong # 
117,Seadra,Seemon,,,WATER,- -,55,65,95,95,45,85,440,"73,33",Poison Point,Sniper,Damp,40,1,,,,1,,,ja,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,81,150,157,295,Seadra,seadra,"""","[""pokemon"",""seadra""],",Seemon # 
363,Spheal,Seemops,,,ICE,WATER,70,40,50,55,50,25,290,"48,33",Thick Fat,Ice Body,Oblivious,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,27,84,49,163,Spheal,spheal,"""","[""pokemon"",""spheal""],",Seemops # 
116,Horsea,Seeper,,,WATER,- -,30,40,70,70,25,60,295,"49,17",Swift Swim,Sniper,Damp,40,1,,,,1,,,ja,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,58,123,112,240,Horsea,horsea,"""","[""pokemon"",""horsea""],",Seeper # 
480,Uxie,Selfe,,,PSYCHIC,- -,75,75,130,75,130,95,580,"96,67",Levitate,,,100,9,,,,2,,ja,,,,ja,ja,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,90,161,175,317,Uxie,uxie,"""","[""pokemon"",""uxie""],",Selfe # 
780,Drampa,Sen-Long,,,NORMAL,DRAGON,78,60,85,135,91,36,485,"80,83",Berserk,Sap Sipper,Cloud Nine,60,5,,,,0,,,,,,,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,36,96,69,188,Drampa,drampa,"""","[""pokemon"",""drampa""],",Sen-Long # 
335,Zangoose,Sengo,,,NORMAL,- -,73,115,60,60,60,90,458,"76,33",Immunity,,Toxic Boost,40,3,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,85,156,166,306,Zangoose,zangoose,"""","[""pokemon"",""zangoose""],",Sengo # 
824,Blipbug,Sensect,,,BUG,- -,25,20,20,25,45,45,180,30,Swarm,Compound Eyes,Telepathy,,,,,,0,,,,,,,,,1,,,,ja,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,45,106,85,207,Blipbug,blipbug,"""","[""pokemon"",""blipbug""],",Sensect # 
495,Snivy,Serpifeu,,,GRASS,- -,45,45,55,45,55,63,308,"51,33",Overgrow,,Contrary,40,1,,,,0,,,,,,,,,0,,,,,1,ja,,,1,,,,ja,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,61,126,117,247,Snivy,snivy,"""","[""pokemon"",""snivy""],",Serpifeu # 
497,Serperior,Serpiroyal,,,GRASS,- -,75,75,95,75,95,113,528,88,Overgrow,,Contrary,120,14,,,,0,,,,,,,,,0,,,,,1,ja,,,1,,,,ja,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,106,181,207,357,Serperior,serperior,"""","[""pokemon"",""serperior""],",Serpiroyal # 
876,Indeedee,Servol,,,PSYCHIC,NORMAL,60,65,55,105,95,95,475,"79,17",Inner Focus/Own Tempo,Synchronize,Psychic Surge,,,,,,0,,,,,,,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,ja,,,,,,,,,,,,,,,,90,161,175,317,Indeedee,indeedee,"""","[""pokemon"",""indeedee""],",Servol # 
876,Indeedee-m,Servol-m,,,PSYCHIC,NORMAL,60,65,55,105,95,95,475,"79,17",Inner Focus,Synchronize,Psychic Surge,,,,,,0,,,,,,,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,ja,,,,,,,,,,,,,,,,90,161,175,317,Indeedee,indeedee,"""","[""pokemon"",""indeedee""],",Servol-m # 
876,Indeedee-f,Servol-w,,,PSYCHIC,NORMAL,70,55,65,95,105,85,475,"79,17",Own Tempo,Synchronize,Psychic Surge,,,,,,1,,,,,,ja,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,ja,,,,,,,,,,,,,,,,81,150,157,295,Indeedeef,indeedeef,"""","[""pokemon"",""indeedeef""],",Servol-w # 
585,Deerling,Sesokitz,,,NORMAL,GRASS,60,60,50,40,50,75,335,"55,83",Chlorophyll,Sap Sipper,Serene Grace,40,1,,,,1,,,,,,ja,,,0,,,,,0,,,,1,,,,ja,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,72,139,139,273,Deerling,deerling,"""","[""pokemon"",""deerling""],",Sesokitz # 
621,Druddigon,Shardrago,,,DRAGON,- -,77,120,90,60,90,48,485,"80,83",Rough Skin,Sheer Force,Mold Breaker,60,8,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,47,110,90,214,Druddigon,druddigon,"""","[""pokemon"",""druddigon""],",Shardrago # 
611,Fraxure,Sharfax,,,DRAGON,- -,66,117,70,40,50,67,410,"68,33",Rivalry,Mold Breaker,Unnerve,40,2,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,64,130,125,256,Fraxure,fraxure,"""","[""pokemon"",""fraxure""],",Sharfax # 
492,Shaymin,Shaymin,,,GRASS,- -,100,100,100,100,100,100,600,100,Natural Cure,,,100,12,,,,0,,,,,,,,ja,0,,,,,0,,,,1,,,,ja,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,94,167,184,328,Shaymin,shaymin,"""","[""pokemon"",""shaymin""],",Shaymin # 
492,Shaymin-Sky,Shaymin-Zenit,,,GRASS,- -,100,103,75,120,75,127,600,100,Serene Grace,,,BANNED,BANNED,,,,0,,,,,,,,ja,0,,,,,0,,,,1,,,,ja,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,118,196,233,388,ShayminSky,shayminsky,"""","[""pokemon"",""shayminsky""],",Shaymin-Zenit # 
403,Shinx,Sheinux,,,ELECTRIC,- -,45,65,34,40,34,45,263,"43,83",Rivalry,Intimidate,Guts,40,1,,,,1,ja,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,45,106,85,207,Shinx,shinx,"""","[""pokemon"",""shinx""],",Sheinux # 
459,Snover,Shnebedeck,,,GRASS,ICE,60,62,50,62,60,40,334,"55,67",Snow Warning,,Soundproof,40,1,,,,0,,,,,,,,,0,,,,,0,,,,1,,,,ja,,,,,,,,,1,,,,,,,,,ja,,,,,,,,,,,40,101,76,196,Snover,snover,"""","[""pokemon"",""snover""],",Shnebedeck # 
432,Purugly,Shnurgarst,,,NORMAL,- -,71,82,64,64,59,112,452,"75,33",Thick Fat,Own Tempo,Defiant,40,2,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,3,,,ja,ja,,,,,,,ja,,,,,,,,,105,180,206,355,Purugly,purugly,"""","[""pokemon"",""purugly""],",Shnurgarst # 
353,Shuppet,Shuppet,,,GHOST,- -,44,75,35,63,33,45,295,"49,17",Insomnia,Frisk,Cursed Body,40,1,,,,0,,,,,,,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,2,,,ja,,,,,,,ja,,,,,,,,,,45,106,85,207,Shuppet,shuppet,"""","[""pokemon"",""shuppet""],",Shuppet # 
614,Beartic,Siberio,,,ICE,- -,95,130,80,70,80,50,505,"84,17",Snow Cloak,Slush Rush,Swift Swim,40,4,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,ja,,,,,,,,,,,,49,112,94,218,Beartic,beartic,"""","[""pokemon"",""beartic""],",Siberio # 
123,Scyther,Sichlor,,,BUG,FLYING,70,110,80,55,80,105,500,"83,33",Swarm,Technician,Steadfast,40,5,,,,2,,ja,,,,ja,,ja,0,,,,,1,ja,,,2,,,ja,,,,ja,,,,,,2,,,,,,,,,,,ja,,,ja,,,,,,99,172,193,339,Scyther,scyther,"""","[""pokemon"",""scyther""],",Sichlor # 
858,Hatterene,Silembrim,,,PSYCHIC,FAIRY,57,90,95,136,103,29,510,85,Healer,Anticipation,Magic Bounce,,,,,,1,,,,,,ja,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,30,89,56,172,Hatterene,hatterene,"""","[""pokemon"",""hatterene""],",Silembrim # 
724,Decidueye,Silvarro,,,GRASS,GHOST,78,107,75,100,100,70,530,"88,33",Overgrow,,Long Reach,100,10,,,,2,,ja,,,,ja,,ja,0,,,,,1,ja,,,2,,,ja,ja,,,,,,,,,2,,,ja,,,,,,,ja,,,,,,,,,,67,134,130,262,Decidueye,decidueye,"""","[""pokemon"",""decidueye""],",Silvarro # 
65,Alakazam,Simsala,,,PSYCHIC,- -,55,50,45,135,95,120,500,"83,33",Synchronize,Inner Focus,Magic Guard,120,11,,,,1,,,,ja,,,ja,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,112,189,220,372,Alakazam,alakazam,"""","[""pokemon"",""alakazam""],",Simsala # 
629,Vullaby,Skallyk,,,DARK,FLYING,70,55,75,45,65,60,370,"61,67",Big Pecks,Overcoat,Weak Armor,40,2,,,,1,,ja,,,,,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,58,123,112,240,Vullaby,vullaby,"""","[""pokemon"",""vullaby""],",Skallyk # 
214,Heracross,Skaraborn,,,BUG,FIGHTING,80,125,75,40,95,85,500,"83,33",Swarm,Guts,Moxie,100,11,,,,0,,,,,,,,,1,,ja,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,ja,,,,,,81,150,157,295,Heracross,heracross,"""","[""pokemon"",""heracross""],",Skaraborn # 
609,Chandelure,Skelabra,,,GHOST,FIRE,60,55,90,145,90,80,520,"86,67",Flash Fire,Flame Body,Infiltrator,100,10,,,,0,,,,,,,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,76,145,148,284,Chandelure,chandelure,"""","[""pokemon"",""chandelure""],",Skelabra # 
207,Gligar,Skorgla,,,GROUND,FLYING,65,75,105,35,65,85,430,"71,67",Hyper Cutter,Sand Veil,Immunity,60,8,,,,2,,ja,,,,ja,,ja,1,ja,,,,1,ja,,,1,,,ja,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,81,150,157,295,Gligar,gligar,"""","[""pokemon"",""gligar""],",Skorgla # 
472,Gliscor,Skorgro,,,GROUND,FLYING,75,95,125,45,75,95,510,85,Hyper Cutter,Sand Veil,Poison Heal,120,14,,,,2,,ja,,,,ja,,ja,1,ja,,,,1,ja,,,1,,,ja,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,90,161,175,317,Gliscor,gliscor,"""","[""pokemon"",""gliscor""],",Skorgro # 
434,Stunky,Skunkapuh,,,POISON,DARK,63,63,47,41,41,74,329,"54,83",Stench,Aftermath,Keen Eye,40,1,,,,0,,,,,,,,,0,,,,,1,ja,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,71,138,137,271,Stunky,stunky,"""","[""pokemon"",""stunky""],",Skunkapuh # 
435,Skuntank,Skuntank,,,POISON,DARK,103,93,67,71,61,84,479,"79,83",Stench,Aftermath,Keen Eye,60,6,,,,0,,,,,,,,,0,,,,,1,ja,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,80,149,155,293,Skuntank,skuntank,"""","[""pokemon"",""skuntank""],",Skuntank # 
88,Grimer,Sleima,,,POISON,- -,80,80,50,40,50,25,325,"54,17",Stench,Sticky Hold,Poison Touch,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,ja,,,,,,,,,,27,84,49,163,Grimer,grimer,"""","[""pokemon"",""grimer""],",Sleima # 
89,Muk,Sleimok,,,POISON,- -,105,105,75,65,100,50,500,"83,33",Stench,Sticky Hold,Poison Touch,40,3,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,ja,,,,,,,,,,49,112,94,218,Muk,muk,"""","[""pokemon"",""muk""],",Sleimok # 
12,Butterfree,Smettbo,,,BUG,FLYING,60,45,50,90,80,70,395,"65,83",Compound Eyes,,Tinted Lens,40,1,,,,3,,ja,,ja,,ja,,ja,0,,,,,1,ja,,,2,,,ja,,,,ja,,,,,,0,,,,,,,,,,,,,,,,,,,,67,134,130,262,Butterfree,butterfree,"""","[""pokemon"",""butterfree""],",Smettbo # 
110,Weezing,Smogmog,,,POISON,- -,65,90,120,85,70,60,490,"81,67",Levitate,Neutralizing Gas,,60,7,,,,0,,,,,,,,,1,,,ja,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,58,123,112,240,Weezing,weezing,"""","[""pokemon"",""weezing""],",Smogmog # 
109,Koffing,Smogon,,,POISON,- -,40,65,95,60,45,35,340,"56,67",Levitate,Neutralizing Gas,Stench,40,1,,,,0,,,,,,,,,1,,,ja,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,36,95,67,185,Koffing,koffing,"""","[""pokemon"",""koffing""],",Smogon # 
461,Weavile,Snibunna,,,DARK,ICE,70,120,65,45,85,125,510,85,Pressure,,Pickpocket,180,15,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,3,,,,ja,,,,,ja,,ja,,,,,,,,,117,194,229,383,Weavile,weavile,"""","[""pokemon"",""weavile""],",Snibunna # 
215,Sneasel,Sniebel,,,DARK,ICE,55,95,55,35,75,115,430,"71,67",Inner Focus,Keen Eye,Pickpocket,60,8,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,3,,,,ja,,,,,ja,,ja,,,,,,,,,108,183,211,361,Sneasel,sneasel,"""","[""pokemon"",""sneasel""],",Sniebel # 
53,Persian,Snobilikat,,,NORMAL,- -,65,70,60,65,65,115,440,"73,33",Limber,Technician,Unnerve,40,2,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,ja,,,,,,,,,,,,,,,,108,183,211,361,Persian,persian,"""","[""pokemon"",""persian""],",Snobilikat # 
872,Snom,Snomnom,,,ICE,BUG,30,25,35,45,30,20,185,"30,83",Shield Dust,,Ice Scales,,,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,22,79,40,152,Snom,snom,"""","[""pokemon"",""snom""],",Snomnom # 
209,Snubbull,Snubbull,,,FAIRY,- -,60,80,50,40,40,30,300,50,Intimidate,Run Away,Rattled,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,Snubbull,snubbull,"""","[""pokemon"",""snubbull""],",Snubbull # 
516,Simipour,Sodachita,,,WATER,- -,75,98,63,98,63,101,498,83,Gluttony,,Torrent,40,3,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,95,168,186,331,Simipour,simipour,"""","[""pokemon"",""simipour""],",Sodachita # 
515,Panpour,Sodamak,,,WATER,- -,50,53,48,53,48,64,316,"52,67",Gluttony,,Torrent,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,62,127,119,249,Panpour,panpour,"""","[""pokemon"",""panpour""],",Sodamak # 
791,Solgaleo,Solgaleo,,,PSYCHIC,STEEL,137,137,107,113,89,97,680,"113,33",Full Metal Body,,,BANNED,BANNED,,,,1,,,,ja,,,ja,,0,,,,,0,,,,1,,,,,,,ja,,,,,,0,,,,,,,,,,,,,,,,,,,,91,163,179,322,Solgaleo,solgaleo,"""","[""pokemon"",""solgaleo""],",Solgaleo # 
517,Munna,Somniam,,,PSYCHIC,- -,76,25,45,67,55,24,292,"48,67",Forewarn,Synchronize,Telepathy,40,1,,,,1,,,,,,ja,ja,,0,,,,,0,,,,1,,,,,,ja,,,,,,,0,,,,,,,,,,,,,,,,,,,,26,83,47,161,Munna,munna,"""","[""pokemon"",""munna""],",Somniam # 
518,Musharna,Somnivora,,,PSYCHIC,- -,116,55,85,107,95,29,487,"81,17",Forewarn,Synchronize,Telepathy,40,5,,,,1,,,,,,ja,ja,,0,,,,,0,,,,1,,,,,,ja,,,,,,,0,,,,,,,,,,,,,,,,,,,,30,89,56,172,Musharna,musharna,"""","[""pokemon"",""musharna""],",Somnivora # 
338,Solrock,Sonnfel,,,ROCK,PSYCHIC,90,95,85,55,65,70,460,"76,67",Levitate,,,40,2,,,,1,,,,,,ja,ja,,1,ja,,,,0,,,,1,,,,,,,ja,,,,,,0,,,,,,,,,,,,,,,,,,,,67,134,130,262,Solrock,solrock,"""","[""pokemon"",""solrock""],",Sonnfel # 
192,Sunflora,Sonnflora,,,GRASS,- -,75,75,55,105,85,30,425,"70,83",Chlorophyll,Solar Power,Early Bird,40,1,,,,0,,,,,,,,,0,,,,,0,,,,1,,,,ja,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,Sunflora,sunflora,"""","[""pokemon"",""sunflora""],",Sonnflora # 
191,Sunkern,Sonnkern,,,GRASS,- -,30,30,30,30,30,30,180,30,Chlorophyll,Solar Power,Early Bird,40,2,,,,0,,,,,,,,,0,,,,,0,,,,2,,,,ja,,,ja,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,Sunkern,sunkern,"""","[""pokemon"",""sunkern""],",Sonnkern # 
325,Spoink,Spoink,,,PSYCHIC,- -,60,25,35,70,80,60,330,55,Thick Fat,Own Tempo,Gluttony,40,1,,,,0,,,,,,,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,58,123,112,240,Spoink,spoink,"""","[""pokemon"",""spoink""],",Spoink # 
208,Steelix,Stahlos,,,GROUND,STEEL,75,85,200,55,65,30,510,85,Rock Head,Sturdy,Sheer Force,60,4,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,Steelix,steelix,"""","[""pokemon"",""steelix""],",Stahlos # 
530,Excadrill,Stalobor,,,GROUND,STEEL,110,135,60,50,65,88,508,"84,67",Sand Rush,Sand Force,Mold Breaker,180,15,,,,0,,,,,,,,,1,ja,,,,1,,ja,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,83,154,162,302,Excadrill,excadrill,"""","[""pokemon"",""excadrill""],",Stalobor # 
396,Starly,Staralili,,,NORMAL,FLYING,40,55,30,30,30,60,245,"40,83",Keen Eye,,Reckless,40,1,,,,1,,ja,,,,,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,58,123,112,240,Starly,starly,"""","[""pokemon"",""starly""],",Staralili # 
